user_id,name,phone,pincode,signup_date,age,device,signup_month
U036400,Hannah Jones,7459372628,W1,2024-07-23,50,andriod,2024-07
U006245,Sandeep Singh,7171223133,W1,2024-01-18,60,ios,2024-01
U005546,Sandeep Patel,7738656731,IG1,2024-06-12,31,ios,2024-06
U004065,Leena Patel,7308639426,IG1,2024-02-08,59,andriod,2024-02
U012852,Sandeep Khan,7476632152,CR0,2024-03-07,33,andriod,2024-03
U021803,Hannah Singh,7821316644,SW1,2024-07-04,52,ios,2024-07
U041164,Amir Brown,7434731553,SW3,2024-10-22,49,andriod,2024-10
U006233,Aisha Jones,7592268543,SW3,2024-09-01,58,andriod,2024-09
U003863,Amir Singh,7619593142,SE1,2024-09-03,48,ios,2024-09
U035095,Aisha Brown,7569706430,SW3,2024-09-15,24,andriod,2024-09
U040196,Priya Khan,7160573248,SE1,2024-12-11,32,ios,2024-12
U039251,Hannah Singh,7565750898,E14,2024-07-05,45,ios,2024-07
U006218,Sandeep Jones,7345826555,E14,2024-09-18,53,ios,2024-09
U036776,James Brown,7959987367,KT1,2024-02-22,25,andriod,2024-02
U042977,Amir Patel,7447317343,SE1,2024-05-07,31,ios,2024-05
U048468,Aisha Taylor,7914141064,SE1,2024-04-15,34,andriod,2024-04
U014832,Riya Williams,7726005776,SE1,2024-03-17,60,ios,2024-03
U030093,Leena Brown,7899512749,W1,2024-04-25,52,ios,2024-04
U008894,Leena Patel,7701932771,EC2,2024-01-06,32,ios,2024-01
U006021,Aisha Singh,7067421639,EC2,2024-07-29,56,ios,2024-07
U046089,Tom Ahmed,7864792706,SE1,2024-01-23,37,ios,2024-01
U015243,Sandeep Brown,7657391391,W1,2024-08-10,56,andriod,2024-08
U045308,James Ahmed,7912243684,IG1,2024-11-09,25,ios,2024-11
U026551,Aisha Ahmed,7950950374,SW1,2024-08-13,37,ios,2024-08
U006035,Priya Shah,7397372872,EC2,2024-05-22,40,ios,2024-05
U007906,Hannah Khan,7766167725,CR0,2024-02-16,58,andriod,2024-02
U032226,James Ahmed,7294282947,SW1,2024-08-18,39,ios,2024-08
U006018,Varsha Brown,7406138521,SW1,2024-06-11,50,ios,2024-06
U021880,James Williams,7240007376,SE1,2024-01-29,30,andriod,2024-01
U002792,Hannah Patel,7902239055,SW1,2024-06-09,24,andriod,2024-06
U042606,Varsha Taylor,7310902337,EC2,2024-07-30,39,ios,2024-07
U005824,Tom Shah,7071415493,N1,2024-03-27,23,andriod,2024-03
U015388,Amir Brown,7306065866,IG1,2024-08-04,41,ios,2024-08
U029562,Sandeep Ahmed,7837955681,IG1,2024-08-10,48,web,2024-08
U039476,James Jones,7568985445,KT1,2024-04-30,56,andriod,2024-04
U000293,Varsha Brown,7286118541,SE1,2024-11-26,36,ios,2024-11
U016958,Hannah Williams,7553305422,SW1,2024-09-08,21,ios,2024-09
U030861,Hannah Khan,7098128844,N1,2024-04-20,55,andriod,2024-04
U014074,Leena Khan,7773988975,CR0,2024-10-03,18,andriod,2024-10
U021857,Varsha Williams,7583137364,SW1,2024-04-10,41,andriod,2024-04
U022080,Hannah Khan,7383562157,IG1,2024-08-25,23,web,2024-08
U017024,Riya Taylor,7201465655,W1,2024-05-17,38,andriod,2024-05
U008740,Varsha Williams,7055779549,CR0,2024-02-03,49,andriod,2024-02
U015826,Priya Khan,7921953519,SW1,2024-11-05,42,ios,2024-11
U002742,Varsha Williams,7898725332,KT1,2024-02-03,56,andriod,2024-02
U018049,Aisha Williams,7229239490,CR0,2024-01-26,27,andriod,2024-01
U049937,Aisha Smith,7129537054,EC2,2024-08-08,57,ios,2024-08
U017373,Varsha Williams,7496788756,KT1,2024-03-18,36,ios,2024-03
U022022,Varsha Khan,7167685648,KT1,2024-04-27,53,andriod,2024-04
U046365,Sandeep Taylor,7167570356,EC2,2024-11-09,49,andriod,2024-11
U023538,Hannah Khan,7014440684,CR0,2024-11-14,54,web,2024-11
U045500,Tom Khan,7171504264,CR0,2024-04-12,33,ios,2024-04
U040186,Priya Jones,7093090081,SW3,2024-02-23,38,web,2024-02
U009614,James Brown,7744543996,SW1,2024-11-28,45,ios,2024-11
U043282,Sandeep Shah,7642099562,IG1,2024-06-22,58,ios,2024-06
U037892,Varsha Jones,7140076547,EC2,2024-04-20,51,andriod,2024-04
U026179,Aisha Khan,7783749114,CR0,2024-12-08,26,andriod,2024-12
U045893,Amir Jones,7078300892,CR0,2024-05-18,26,web,2024-05
U020934,Aisha Singh,7964328760,EC2,2024-03-18,24,andriod,2024-03
U040972,Amir Ahmed,7489516105,SW3,2024-08-11,18,ios,2024-08
U022225,Tom Patel,7951829028,W1,2024-11-13,49,ios,2024-11
U024382,Varsha Patel,7598003703,W1,2024-10-17,51,andriod,2024-10
U034856,Varsha Ahmed,7271308118,SW1,2024-09-12,19,andriod,2024-09
U048578,Leena Khan,7087944927,E14,2024-11-07,39,ios,2024-11
U038537,Leena Patel,7946019638,SW1,2024-11-28,48,web,2024-11
U031756,Riya Taylor,7891514117,IG1,2024-11-30,31,ios,2024-11
U007754,Sandeep Williams,7996563453,KT1,2024-01-09,28,ios,2024-01
U046639,Amir Brown,7123461220,SE1,2024-12-03,22,ios,2024-12
U043835,Leena Singh,7732072315,EC2,2024-07-26,25,ios,2024-07
U026236,Priya Patel,7347665599,SW3,2024-10-27,44,ios,2024-10
U044230,Aisha Smith,7852009522,N1,2024-01-26,42,web,2024-01
U049597,Hannah Ahmed,7443186631,N1,2024-03-31,20,andriod,2024-03
U018553,Tom Patel,7724264955,KT1,2024-04-02,27,andriod,2024-04
U043137,Aisha Smith,7164718589,W1,2024-12-12,37,andriod,2024-12
U036673,Aisha Williams,7166665217,SW1,2024-08-02,24,andriod,2024-08
U043650,Leena Brown,7138143413,SW3,2024-01-17,45,ios,2024-01
U003941,James Smith,7208675981,W1,2024-03-12,35,ios,2024-03
U031497,Amir Khan,7507010725,SW3,2024-05-18,47,web,2024-05
U026594,Hannah Smith,7908916523,IG1,2024-07-09,38,web,2024-07
U023922,Priya Singh,7989290080,SW1,2024-07-04,45,ios,2024-07
U026403,Sandeep Patel,7937027366,SW1,2024-12-16,21,ios,2024-12
U045943,Sandeep Smith,7543626169,W1,2024-03-22,48,ios,2024-03
U048526,Priya Singh,7378012695,IG1,2024-03-12,42,ios,2024-03
U018316,Leena Williams,7398213361,KT1,2024-07-07,54,web,2024-07
U036894,Priya Ahmed,7875377103,W1,2024-08-06,32,ios,2024-08
U026696,James Ahmed,7933288144,N1,2024-08-07,19,ios,2024-08
U042128,Sandeep Shah,7378663657,CR0,2024-03-25,27,ios,2024-03
U014171,Tom Ahmed,7581071972,SW3,2024-02-05,28,ios,2024-02
U003733,Tom Ahmed,7515463968,SE1,2024-04-12,41,andriod,2024-04
U007882,Leena Taylor,7018089623,CR0,2024-02-16,21,ios,2024-02
U006017,Priya Singh,7764502089,W1,2024-07-02,58,ios,2024-07
U023030,Riya Taylor,7994003877,EC2,2024-09-01,31,ios,2024-09
U035474,Varsha Smith,7199548956,EC2,2024-12-26,19,ios,2024-12
U049686,Varsha Singh,7145749034,SE1,2024-03-30,35,andriod,2024-03
U004818,Aisha Smith,7171251159,E14,2024-04-13,59,ios,2024-04
U041694,Leena Brown,7946574954,N1,2024-04-20,33,ios,2024-04
U012008,James Brown,7268571838,N1,2024-10-16,20,ios,2024-10
U041328,Priya Taylor,7177662914,W1,2024-02-22,20,ios,2024-02
U009507,Riya Williams,7064984223,SE1,2024-05-23,50,ios,2024-05
U044799,Hannah Khan,7654200136,KT1,2024-09-03,45,andriod,2024-09
U034063,Priya Williams,7513586297,IG1,2024-08-10,51,andriod,2024-08
U027475,Tom Singh,7497509078,IG1,2024-06-25,21,andriod,2024-06
U031144,Varsha Patel,7767537383,E14,2024-11-19,40,ios,2024-11
U021236,Leena Williams,7770931060,KT1,2024-11-04,40,andriod,2024-11
U001391,Aisha Williams,7829631498,KT1,2024-02-19,20,ios,2024-02
U038250,Leena Brown,7951722604,CR0,2024-10-05,24,ios,2024-10
U037625,Riya Khan,7560675173,CR0,2024-01-16,53,ios,2024-01
U042029,Varsha Smith,7067706223,W1,2024-11-05,28,ios,2024-11
U020835,Hannah Patel,7516649581,CR0,2024-10-18,19,ios,2024-10
U014758,Aisha Singh,7209524233,IG1,2024-10-07,49,ios,2024-10
U026397,James Taylor,7359506234,EC2,2024-10-17,51,andriod,2024-10
U006809,Amir Taylor,7527328942,SW1,2024-03-19,20,ios,2024-03
U009226,Aisha Ahmed,7846356287,SW1,2024-07-17,31,ios,2024-07
U048395,Tom Williams,7278103487,KT1,2024-07-09,60,ios,2024-07
U005396,Tom Singh,7288511493,SW1,2024-03-04,29,andriod,2024-03
U006944,Riya Singh,7077793033,KT1,2024-12-23,51,ios,2024-12
U023871,Sandeep Shah,7966009101,SE1,2024-06-23,32,andriod,2024-06
U032493,Varsha Singh,7891131770,W1,2024-08-05,31,ios,2024-08
U036346,Leena Shah,7823286164,SW3,2024-08-01,32,ios,2024-08
U010756,Hannah Ahmed,7929888593,IG1,2024-05-04,22,ios,2024-05
U012302,Priya Jones,7149963221,KT1,2024-02-18,42,web,2024-02
U048387,Hannah Williams,7713303859,SW3,2024-03-27,40,ios,2024-03
U042746,Tom Shah,7511103185,IG1,2024-03-07,31,ios,2024-03
U029090,Hannah Brown,7148729826,E14,2024-09-22,48,ios,2024-09
U044713,Sandeep Smith,7503187521,N1,2024-12-15,26,andriod,2024-12
U014344,Tom Jones,7513709308,E14,2024-06-11,39,andriod,2024-06
U038173,Leena Singh,7354269309,E14,2024-07-03,33,web,2024-07
U005072,Priya Khan,7785984817,CR0,2024-05-13,30,web,2024-05
U024122,Varsha Jones,7900750145,N1,2024-05-28,26,ios,2024-05
U048810,Leena Jones,7887807519,SW3,2024-12-03,31,ios,2024-12
U017821,Hannah Smith,7489075948,N1,2024-12-15,41,andriod,2024-12
U001123,Tom Shah,7348279416,SW3,2024-08-27,30,ios,2024-08
U011265,Leena Patel,7813380897,E14,2024-10-11,58,ios,2024-10
U030580,Sandeep Khan,7650236794,IG1,2024-12-11,43,andriod,2024-12
U045465,Priya Taylor,7698001125,E14,2024-04-09,56,andriod,2024-04
U048217,Amir Patel,7161368154,KT1,2024-03-23,36,ios,2024-03
U043045,Aisha Jones,7368349541,IG1,2024-11-07,23,ios,2024-11
U015657,James Williams,7911387198,SW3,2024-02-15,21,web,2024-02
U001901,Aisha Jones,7053009200,SW3,2024-03-19,36,ios,2024-03
U000148,Sandeep Jones,7530758439,IG1,2024-12-12,53,andriod,2024-12
U029643,Leena Singh,7880097000,SW3,2024-02-29,53,andriod,2024-02
U003212,Riya Smith,7678557305,EC2,2024-02-24,55,ios,2024-02
U043851,Leena Shah,7293407999,N1,2024-01-28,43,ios,2024-01
U002355,Riya Shah,7294245933,W1,2024-01-05,27,andriod,2024-01
U031521,Hannah Ahmed,7667064325,SE1,2024-12-08,43,web,2024-12
U042584,Tom Ahmed,7243599557,E14,2024-08-23,47,ios,2024-08
U043338,Varsha Jones,7975816014,IG1,2024-05-28,45,ios,2024-05
U045285,Aisha Khan,7584311602,IG1,2024-09-20,24,andriod,2024-09
U046957,Riya Khan,7402851365,SE1,2024-12-23,33,ios,2024-12
U048791,Aisha Taylor,7491066726,SE1,2024-10-23,46,ios,2024-10
U036586,Priya Williams,7055421065,W1,2024-01-20,35,ios,2024-01
U010466,Leena Williams,7651320421,E14,2024-10-26,19,ios,2024-10
U007822,Riya Williams,7034869807,W1,2024-10-23,28,andriod,2024-10
U007206,Priya Shah,7246976452,N1,2024-04-26,27,andriod,2024-04
U006414,Sandeep Williams,7212539782,SW3,2024-04-22,33,andriod,2024-04
U034047,Amir Khan,7816463358,N1,2024-04-17,24,web,2024-04
U012729,Sandeep Ahmed,7777096223,SW3,2024-02-22,46,ios,2024-02
U006926,Aisha Smith,7973555538,SW1,2024-07-10,56,andriod,2024-07
U027996,Leena Shah,7787596519,SW1,2024-12-06,37,andriod,2024-12
U037613,Aisha Jones,7734524564,SE1,2024-07-02,46,web,2024-07
U039484,Tom Williams,7770816685,SE1,2024-09-09,36,andriod,2024-09
U003017,Amir Ahmed,7310481342,KT1,2024-12-29,36,ios,2024-12
U001641,Tom Ahmed,7954355208,SW1,2024-06-28,56,ios,2024-06
U008884,Sandeep Jones,7650323574,W1,2024-04-15,57,ios,2024-04
U037602,Aisha Smith,7290443902,SE1,2024-03-27,19,ios,2024-03
U012970,Priya Khan,7994786772,IG1,2024-05-16,31,ios,2024-05
U023464,Sandeep Ahmed,7966473297,CR0,2024-07-14,39,ios,2024-07
U015758,Varsha Jones,7980788533,KT1,2024-01-09,49,ios,2024-01
U044077,Aisha Singh,7471173098,N1,2024-12-10,38,andriod,2024-12
U004087,Varsha Singh,7518559879,E14,2024-12-02,56,andriod,2024-12
U000509,Hannah Khan,7432313367,SE1,2024-06-05,38,andriod,2024-06
U006355,Priya Smith,7739231224,CR0,2024-09-02,31,ios,2024-09
U029645,Amir Taylor,7118485676,W1,2024-11-11,53,ios,2024-11
U020816,Priya Ahmed,7516220051,E14,2024-01-18,49,ios,2024-01
U006235,Varsha Singh,7918788684,N1,2024-09-17,49,andriod,2024-09
U031990,Riya Singh,7798603513,SE1,2024-06-24,57,ios,2024-06
U012996,Riya Singh,7937867855,EC2,2024-02-25,43,ios,2024-02
U042502,Aisha Shah,7267453891,CR0,2024-12-10,22,web,2024-12
U038921,Amir Williams,7635131631,CR0,2024-09-11,20,ios,2024-09
U000263,James Taylor,7284184606,CR0,2024-12-20,47,ios,2024-12
U007892,Sandeep Khan,7082913877,N1,2024-09-28,47,web,2024-09
U010528,Varsha Singh,7159654890,SW3,2024-01-16,32,web,2024-01
U018601,Amir Smith,7859081843,SW1,2024-10-01,21,ios,2024-10
U024115,Varsha Smith,7435808496,KT1,2024-11-27,26,ios,2024-11
U033499,Varsha Khan,7502717780,N1,2024-01-06,56,ios,2024-01
U013472,Tom Ahmed,7730469283,IG1,2024-06-06,42,andriod,2024-06
U031726,Riya Khan,7307814097,SW3,2024-07-11,20,andriod,2024-07
U023691,Hannah Ahmed,7582611229,SE1,2024-11-22,58,ios,2024-11
U010558,Hannah Brown,7758141799,E14,2024-07-10,29,andriod,2024-07
U006557,Leena Brown,7930559247,KT1,2024-08-16,53,andriod,2024-08
U045578,Amir Smith,7903425874,SW3,2024-08-04,48,ios,2024-08
U041504,Leena Ahmed,7622243475,N1,2024-10-19,28,ios,2024-10
U027873,Priya Smith,7316079107,SW3,2024-01-11,19,ios,2024-01
U010811,Hannah Jones,7579053448,SW3,2024-09-05,54,ios,2024-09
U038215,Varsha Jones,7876476325,N1,2024-10-09,30,ios,2024-10
U011731,Leena Williams,7889477158,SE1,2024-04-09,53,andriod,2024-04
U027439,Sandeep Taylor,7852123880,SW1,2024-11-18,60,ios,2024-11
U021780,Aisha Brown,7584589259,SW3,2024-03-16,49,ios,2024-03
U034080,Amir Taylor,7431357610,W1,2024-12-19,19,web,2024-12
U022916,Priya Singh,7829214353,EC2,2024-11-15,53,ios,2024-11
U008086,Varsha Jones,7549023212,SW3,2024-02-14,60,andriod,2024-02
U043468,Leena Patel,7798265316,SW3,2024-12-08,38,web,2024-12
U014710,Amir Williams,7371237969,EC2,2024-11-16,42,ios,2024-11
U015467,Aisha Ahmed,7531139437,IG1,2024-03-07,31,ios,2024-03
U037173,Riya Ahmed,7521572377,EC2,2024-09-04,37,ios,2024-09
U028749,Leena Khan,7042752257,SW3,2024-11-12,31,andriod,2024-11
U003105,Amir Brown,7608896114,W1,2024-10-09,28,ios,2024-10
U000709,Varsha Taylor,7830053428,SW3,2024-04-20,26,ios,2024-04
U038386,Amir Shah,7612010241,EC2,2024-11-01,44,ios,2024-11
U023445,Priya Jones,7614669380,W1,2024-10-14,37,ios,2024-10
U026511,Priya Ahmed,7244540916,E14,2024-07-30,40,andriod,2024-07
U008467,Varsha Shah,7574613588,E14,2024-12-12,24,andriod,2024-12
U006231,Leena Ahmed,7589120963,CR0,2024-06-03,23,web,2024-06
U046359,Hannah Jones,7229690294,SW1,2024-01-18,52,ios,2024-01
U039358,Hannah Jones,7034984104,SW3,2024-11-26,31,ios,2024-11
U016387,Aisha Brown,7200224188,CR0,2024-07-03,41,andriod,2024-07
U034166,Sandeep Brown,7768255706,KT1,2024-07-20,19,ios,2024-07
U004169,Sandeep Ahmed,7032036635,CR0,2024-11-10,37,ios,2024-11
U005804,Amir Shah,7422442212,SW1,2024-03-13,27,ios,2024-03
U012754,Leena Williams,7108477243,W1,2024-06-22,23,ios,2024-06
U002190,Aisha Ahmed,7123666777,KT1,2024-09-18,38,andriod,2024-09
U012188,Amir Taylor,7513071176,N1,2024-12-24,20,ios,2024-12
U031728,James Shah,7913202500,KT1,2024-02-26,31,ios,2024-02
U019246,Priya Shah,7314067294,EC2,2024-04-30,31,web,2024-04
U037867,James Taylor,7358937149,KT1,2024-09-08,27,andriod,2024-09
U043515,Tom Taylor,7353435803,SW1,2024-05-30,18,ios,2024-05
U008719,Riya Williams,7660156271,CR0,2024-09-20,37,andriod,2024-09
U028825,Amir Taylor,7479310670,SW3,2024-09-21,34,ios,2024-09
U024469,Leena Jones,7064590251,SE1,2024-04-15,40,ios,2024-04
U048253,Amir Khan,7358409030,EC2,2024-05-18,60,ios,2024-05
